subject;AQ;group;session;daysInBetween;pictureCondition;cancel;ACC;RT1;RTTot;delta_ACC;delta_RT1;delta_RTTot;roi_efield;P99_efield;perc_overlap;volume_roi;volume_P99;volume_overlap
6;15;1;2;14;2;0;3;41480;60445;-0,9375;-172,25;1977,6875;0,319773012;0,471922653;0,024598231;2500,606944;6533,723062;61,5105084
6;15;1;2;14;2;0;6;27008;34706;-0,9375;-172,25;1977,6875;0,319773012;0,471922653;0,024598231;2500,606944;6533,723062;61,5105084
6;15;1;2;14;3;0;6;20187;36465;-0,9375;-172,25;1977,6875;0,319773012;0,471922653;0,024598231;2500,606944;6533,723062;61,5105084
6;15;1;2;14;1;0;6;16017;22380;-0,9375;-172,25;1977,6875;0,319773012;0,471922653;0,024598231;2500,606944;6533,723062;61,5105084
6;15;1;2;14;5;0;6;21434;45307;-0,9375;-172,25;1977,6875;0,319773012;0,471922653;0,024598231;2500,606944;6533,723062;61,5105084
6;15;1;2;14;5;0;6;36519;48503;-0,9375;-172,25;1977,6875;0,319773012;0,471922653;0,024598231;2500,606944;6533,723062;61,5105084
6;15;1;2;14;2;0;6;9547;18833;-0,9375;-172,25;1977,6875;0,319773012;0,471922653;0,024598231;2500,606944;6533,723062;61,5105084
6;15;1;2;14;1;0;6;8649;13172;-0,9375;-172,25;1977,6875;0,319773012;0,471922653;0,024598231;2500,606944;6533,723062;61,5105084
6;15;1;2;14;1;1;3;8027;13653;-0,9375;-172,25;1977,6875;0,319773012;0,471922653;0,024598231;2500,606944;6533,723062;61,5105084
6;15;1;2;14;2;0;6;19886;32053;-0,9375;-172,25;1977,6875;0,319773012;0,471922653;0,024598231;2500,606944;6533,723062;61,5105084
6;15;1;2;14;3;0;6;13305;20219;-0,9375;-172,25;1977,6875;0,319773012;0,471922653;0,024598231;2500,606944;6533,723062;61,5105084
6;15;1;2;14;3;0;4;24776;34950;-0,9375;-172,25;1977,6875;0,319773012;0,471922653;0,024598231;2500,606944;6533,723062;61,5105084
6;15;1;2;14;1;0;6;24436;31856;-0,9375;-172,25;1977,6875;0,319773012;0,471922653;0,024598231;2500,606944;6533,723062;61,5105084
7;15;2;1;3;2;1;6;9973;22098;-1;2164,3125;4210,3125;0,194656438;0,2621275;0,190413283;1984,067017;6913,040045;377,792715
7;15;2;1;3;2;0;4;13915;27267;-1;2164,3125;4210,3125;0,194656438;0,2621275;0,190413283;1984,067017;6913,040045;377,792715
7;15;2;1;3;1;1;6;22166;30105;-1;2164,3125;4210,3125;0,194656438;0,2621275;0,190413283;1984,067017;6913,040045;377,792715
7;15;2;1;3;3;0;2;8971;16507;-1;2164,3125;4210,3125;0,194656438;0,2621275;0,190413283;1984,067017;6913,040045;377,792715
7;15;2;1;3;5;0;6;15785;25234;-1;2164,3125;4210,3125;0,194656438;0,2621275;0,190413283;1984,067017;6913,040045;377,792715
7;15;2;1;3;2;0;6;9641;13958;-1;2164,3125;4210,3125;0,194656438;0,2621275;0,190413283;1984,067017;6913,040045;377,792715
7;15;2;1;3;2;1;6;13587;19655;-1;2164,3125;4210,3125;0,194656438;0,2621275;0,190413283;1984,067017;6913,040045;377,792715
7;15;2;1;3;3;1;0;30380;45088;-1;2164,3125;4210,3125;0,194656438;0,2621275;0,190413283;1984,067017;6913,040045;377,792715
7;15;2;1;3;5;0;6;12761;18955;-1;2164,3125;4210,3125;0,194656438;0,2621275;0,190413283;1984,067017;6913,040045;377,792715
7;15;2;1;3;1;0;6;7215;14025;-1;2164,3125;4210,3125;0,194656438;0,2621275;0,190413283;1984,067017;6913,040045;377,792715
7;15;2;1;3;1;0;6;9802;16573;-1;2164,3125;4210,3125;0,194656438;0,2621275;0,190413283;1984,067017;6913,040045;377,792715
7;15;2;1;3;3;0;3;16976;30547;-1;2164,3125;4210,3125;0,194656438;0,2621275;0,190413283;1984,067017;6913,040045;377,792715
7;15;2;1;3;5;0;4;24485;33313;-1;2164,3125;4210,3125;0,194656438;0,2621275;0,190413283;1984,067017;6913,040045;377,792715
7;15;2;1;3;5;0;6;8896;17190;-1;2164,3125;4210,3125;0,194656438;0,2621275;0,190413283;1984,067017;6913,040045;377,792715
7;15;2;1;3;1;1;6;12082;18673;-1;2164,3125;4210,3125;0,194656438;0,2621275;0,190413283;1984,067017;6913,040045;377,792715
7;15;2;1;3;3;0;6;23369;31713;-1;2164,3125;4210,3125;0,194656438;0,2621275;0,190413283;1984,067017;6913,040045;377,792715
7;15;2;2;3;2;0;2;28449;41018;-1;2164,3125;4210,3125;0,194656438;0,2621275;0,190413283;1984,067017;6913,040045;377,792715
7;15;2;2;3;3;0;0;34055;42256;-1;2164,3125;4210,3125;0,194656438;0,2621275;0,190413283;1984,067017;6913,040045;377,792715
7;15;2;2;3;5;1;0;22736;38859;-1;2164,3125;4210,3125;0,194656438;0,2621275;0,190413283;1984,067017;6913,040045;377,792715
7;15;2;2;3;3;0;6;19327;27899;-1;2164,3125;4210,3125;0,194656438;0,2621275;0,190413283;1984,067017;6913,040045;377,792715
7;15;2;2;3;1;0;0;14225;27417;-1;2164,3125;4210,3125;0,194656438;0,2621275;0,190413283;1984,067017;6913,040045;377,792715
7;15;2;2;3;1;0;6;12177;21521;-1;2164,3125;4210,3125;0,194656438;0,2621275;0,190413283;1984,067017;6913,040045;377,792715
7;15;2;2;3;2;0;6;11240;17206;-1;2164,3125;4210,3125;0,194656438;0,2621275;0,190413283;1984,067017;6913,040045;377,792715
7;15;2;2;3;3;0;3;25996;47170;-1;2164,3125;4210,3125;0,194656438;0,2621275;0,190413283;1984,067017;6913,040045;377,792715
7;15;2;2;3;1;0;3;16591;24118;-1;2164,3125;4210,3125;0,194656438;0,2621275;0,190413283;1984,067017;6913,040045;377,792715
7;15;2;2;3;3;1;6;13742;22660;-1;2164,3125;4210,3125;0,194656438;0,2621275;0,190413283;1984,067017;6913,040045;377,792715
7;15;2;2;3;5;1;6;9486;28576;-1;2164,3125;4210,3125;0,194656438;0,2621275;0,190413283;1984,067017;6913,040045;377,792715
7;15;2;2;3;5;1;0;19238;33845;-1;2164,3125;4210,3125;0,194656438;0,2621275;0,190413283;1984,067017;6913,040045;377,792715
7;15;2;2;3;2;0;6;11310;14891;-1;2164,3125;4210,3125;0,194656438;0,2621275;0,190413283;1984,067017;6913,040045;377,792715
7;15;2;2;3;1;0;6;8595;14441;-1;2164,3125;4210,3125;0,194656438;0,2621275;0,190413283;1984,067017;6913,040045;377,792715
7;15;2;2;3;2;0;6;10427;16274;-1;2164,3125;4210,3125;0,194656438;0,2621275;0,190413283;1984,067017;6913,040045;377,792715
7;15;2;2;3;5;1;2;17039;30115;-1;2164,3125;4210,3125;0,194656438;0,2621275;0,190413283;1984,067017;6913,040045;377,792715
8;11;2;1;3;5;0;1;22681;43581;0,5;1706,5;1094,5625;0,300215678;0,348609683;0,237425261;3009,385047;7274,88246;714,5040298
8;11;2;1;3;3;0;0;22269;32995;0,5;1706,5;1094,5625;0,300215678;0,348609683;0,237425261;3009,385047;7274,88246;714,5040298
8;11;2;1;3;2;0;6;12149;22487;0,5;1706,5;1094,5625;0,300215678;0,348609683;0,237425261;3009,385047;7274,88246;714,5040298
8;11;2;1;3;2;0;6;25611;35944;0,5;1706,5;1094,5625;0,300215678;0,348609683;0,237425261;3009,385047;7274,88246;714,5040298
8;11;2;1;3;3;0;2;18578;42955;0,5;1706,5;1094,5625;0,300215678;0,348609683;0,237425261;3009,385047;7274,88246;714,5040298
8;11;2;1;3;1;0;6;14907;24267;0,5;1706,5;1094,5625;0,300215678;0,348609683;0,237425261;3009,385047;7274,88246;714,5040298
8;11;2;1;3;5;1;6;21880;45140;0,5;1706,5;1094,5625;0,300215678;0,348609683;0,237425261;3009,385047;7274,88246;714,5040298
8;11;2;1;3;5;0;6;23598;32929;0,5;1706,5;1094,5625;0,300215678;0,348609683;0,237425261;3009,385047;7274,88246;714,5040298
8;11;2;1;3;1;0;6;12426;20238;0,5;1706,5;1094,5625;0,300215678;0,348609683;0,237425261;3009,385047;7274,88246;714,5040298
8;11;2;1;3;2;0;6;20805;28233;0,5;1706,5;1094,5625;0,300215678;0,348609683;0,237425261;3009,385047;7274,88246;714,5040298
8;11;2;1;3;3;1;4;20054;25201;0,5;1706,5;1094,5625;0,300215678;0,348609683;0,237425261;3009,385047;7274,88246;714,5040298
8;11;2;1;3;2;0;6;35178;50884;0,5;1706,5;1094,5625;0,300215678;0,348609683;0,237425261;3009,385047;7274,88246;714,5040298
8;11;2;1;3;1;0;6;21976;36843;0,5;1706,5;1094,5625;0,300215678;0,348609683;0,237425261;3009,385047;7274,88246;714,5040298
8;11;2;1;3;5;0;0;13909;17007;0,5;1706,5;1094,5625;0,300215678;0,348609683;0,237425261;3009,385047;7274,88246;714,5040298
8;11;2;1;3;3;0;2;27154;50201;0,5;1706,5;1094,5625;0,300215678;0,348609683;0,237425261;3009,385047;7274,88246;714,5040298
8;11;2;1;3;1;0;4;33575;40958;0,5;1706,5;1094,5625;0,300215678;0,348609683;0,237425261;3009,385047;7274,88246;714,5040298
8;11;2;2;3;3;0;0;22295;41133;0,5;1706,5;1094,5625;0,300215678;0,348609683;0,237425261;3009,385047;7274,88246;714,5040298
8;11;2;2;3;1;1;6;21401;41418;0,5;1706,5;1094,5625;0,300215678;0,348609683;0,237425261;3009,385047;7274,88246;714,5040298
8;11;2;2;3;3;0;2;36577;46654;0,5;1706,5;1094,5625;0,300215678;0,348609683;0,237425261;3009,385047;7274,88246;714,5040298
8;11;2;2;3;2;0;6;27706;38059;0,5;1706,5;1094,5625;0,300215678;0,348609683;0,237425261;3009,385047;7274,88246;714,5040298
8;11;2;2;3;3;0;6;17035;24302;0,5;1706,5;1094,5625;0,300215678;0,348609683;0,237425261;3009,385047;7274,88246;714,5040298
8;11;2;2;3;3;0;6;23790;33979;0,5;1706,5;1094,5625;0,300215678;0,348609683;0,237425261;3009,385047;7274,88246;714,5040298
8;11;2;2;3;2;0;6;13175;17555;0,5;1706,5;1094,5625;0,300215678;0,348609683;0,237425261;3009,385047;7274,88246;714,5040298
8;11;2;2;3;5;0;1;50667;67789;0,5;1706,5;1094,5625;0,300215678;0,348609683;0,237425261;3009,385047;7274,88246;714,5040298
8;11;2;2;3;1;0;6;14718;22653;0,5;1706,5;1094,5625;0,300215678;0,348609683;0,237425261;3009,385047;7274,88246;714,5040298
8;11;2;2;3;5;0;2;26789;44271;0,5;1706,5;1094,5625;0,300215678;0,348609683;0,237425261;3009,385047;7274,88246;714,5040298
8;11;2;2;3;2;0;4;30435;44288;0,5;1706,5;1094,5625;0,300215678;0,348609683;0,237425261;3009,385047;7274,88246;714,5040298
8;11;2;2;3;5;0;6;19271;33295;0,5;1706,5;1094,5625;0,300215678;0,348609683;0,237425261;3009,385047;7274,88246;714,5040298
8;11;2;2;3;1;0;6;27209;46254;0,5;1706,5;1094,5625;0,300215678;0,348609683;0,237425261;3009,385047;7274,88246;714,5040298
8;11;2;2;3;2;0;6;13570;22336;0,5;1706,5;1094,5625;0,300215678;0,348609683;0,237425261;3009,385047;7274,88246;714,5040298
8;11;2;2;3;5;0;6;18613;27033;0,5;1706,5;1094,5625;0,300215678;0,348609683;0,237425261;3009,385047;7274,88246;714,5040298
8;11;2;2;3;1;0;6;10803;16357;0,5;1706,5;1094,5625;0,300215678;0,348609683;0,237425261;3009,385047;7274,88246;714,5040298
9;12;2;1;1;3;0;0;31152;77986;1;-2808,1875;-9417,875;0,278051974;0,323487409;0,213286374;3213,700414;6650,664035;685,4385098
9;12;2;1;1;5;1;3;32796;55397;1;-2808,1875;-9417,875;0,278051974;0,323487409;0,213286374;3213,700414;6650,664035;685,4385098
9;12;2;1;1;2;1;3;12227;29514;1;-2808,1875;-9417,875;0,278051974;0,323487409;0,213286374;3213,700414;6650,664035;685,4385098
9;12;2;1;1;2;0;0;16204;25951;1;-2808,1875;-9417,875;0,278051974;0,323487409;0,213286374;3213,700414;6650,664035;685,4385098
9;12;2;1;1;3;1;2;21569;37752;1;-2808,1875;-9417,875;0,278051974;0,323487409;0,213286374;3213,700414;6650,664035;685,4385098
9;12;2;1;1;3;0;2;22816;49320;1;-2808,1875;-9417,875;0,278051974;0,323487409;0,213286374;3213,700414;6650,664035;685,4385098
9;12;2;1;1;2;0;3;10231;26815;1;-2808,1875;-9417,875;0,278051974;0,323487409;0,213286374;3213,700414;6650,664035;685,4385098
9;12;2;1;1;1;0;1;18027;29931;1;-2808,1875;-9417,875;0,278051974;0,323487409;0,213286374;3213,700414;6650,664035;685,4385098
9;12;2;1;1;1;1;0;9560;35912;1;-2808,1875;-9417,875;0,278051974;0,323487409;0,213286374;3213,700414;6650,664035;685,4385098
9;12;2;1;1;3;0;4;14991;24136;1;-2808,1875;-9417,875;0,278051974;0,323487409;0,213286374;3213,700414;6650,664035;685,4385098
9;12;2;1;1;5;0;6;21456;34096;1;-2808,1875;-9417,875;0,278051974;0,323487409;0,213286374;3213,700414;6650,664035;685,4385098
9;12;2;1;1;5;0;0;20063;31530;1;-2808,1875;-9417,875;0,278051974;0,323487409;0,213286374;3213,700414;6650,664035;685,4385098
9;12;2;1;1;1;0;6;17930;34844;1;-2808,1875;-9417,875;0,278051974;0,323487409;0,213286374;3213,700414;6650,664035;685,4385098
9;12;2;1;1;5;0;1;13276;28848;1;-2808,1875;-9417,875;0,278051974;0,323487409;0,213286374;3213,700414;6650,664035;685,4385098
9;12;2;1;1;2;0;6;11229;25118;1;-2808,1875;-9417,875;0,278051974;0,323487409;0,213286374;3213,700414;6650,664035;685,4385098
9;12;2;1;1;1;0;6;18172;38309;1;-2808,1875;-9417,875;0,278051974;0,323487409;0,213286374;3213,700414;6650,664035;685,4385098
9;12;2;2;1;1;0;6;15226;31865;1;-2808,1875;-9417,875;0,278051974;0,323487409;0,213286374;3213,700414;6650,664035;685,4385098
9;12;2;2;1;5;0;1;29439;34263;1;-2808,1875;-9417,875;0,278051974;0,323487409;0,213286374;3213,700414;6650,664035;685,4385098
9;12;2;2;1;5;0;6;14009;24002;1;-2808,1875;-9417,875;0,278051974;0,323487409;0,213286374;3213,700414;6650,664035;685,4385098
9;12;2;2;1;5;0;0;16171;27915;1;-2808,1875;-9417,875;0,278051974;0,323487409;0,213286374;3213,700414;6650,664035;685,4385098
9;12;2;2;1;2;0;0;20250;28932;1;-2808,1875;-9417,875;0,278051974;0,323487409;0,213286374;3213,700414;6650,664035;685,4385098
9;12;2;2;1;2;0;6;11493;21287;1;-2808,1875;-9417,875;0,278051974;0,323487409;0,213286374;3213,700414;6650,664035;685,4385098
9;12;2;2;1;5;1;6;10374;20803;1;-2808,1875;-9417,875;0,278051974;0,323487409;0,213286374;3213,700414;6650,664035;685,4385098
9;12;2;2;1;1;0;4;15231;25966;1;-2808,1875;-9417,875;0,278051974;0,323487409;0,213286374;3213,700414;6650,664035;685,4385098
9;12;2;2;1;2;0;6;9446;27266;1;-2808,1875;-9417,875;0,278051974;0,323487409;0,213286374;3213,700414;6650,664035;685,4385098
9;12;2;2;1;3;1;6;15541;30535;1;-2808,1875;-9417,875;0,278051974;0,323487409;0,213286374;3213,700414;6650,664035;685,4385098
9;12;2;2;1;3;1;6;23406;36943;1;-2808,1875;-9417,875;0,278051974;0,323487409;0,213286374;3213,700414;6650,664035;685,4385098
9;12;2;2;1;3;1;2;9100;21026;1;-2808,1875;-9417,875;0,278051974;0,323487409;0,213286374;3213,700414;6650,664035;685,4385098
9;12;2;2;1;2;0;3;10733;21538;1;-2808,1875;-9417,875;0,278051974;0,323487409;0,213286374;3213,700414;6650,664035;685,4385098
9;12;2;2;1;3;0;0;21581;29748;1;-2808,1875;-9417,875;0,278051974;0,323487409;0,213286374;3213,700414;6650,664035;685,4385098
9;12;2;2;1;1;0;6;12033;27749;1;-2808,1875;-9417,875;0,278051974;0,323487409;0,213286374;3213,700414;6650,664035;685,4385098
9;12;2;2;1;1;0;6;12735;24935;1;-2808,1875;-9417,875;0,278051974;0,323487409;0,213286374;3213,700414;6650,664035;685,4385098
10;9;1;1;4;3;0;3;10801;38648;-0,625;-59,1875;1708,6875;0,322022834;0,309314504;0,512636176;2997,746681;6362,353535;1536,753395
10;9;1;1;4;1;0;6;12671;20447;-0,625;-59,1875;1708,6875;0,322022834;0,309314504;0,512636176;2997,746681;6362,353535;1536,753395
10;9;1;1;4;2;0;2;11839;15492;-0,625;-59,1875;1708,6875;0,322022834;0,309314504;0,512636176;2997,746681;6362,353535;1536,753395
10;9;1;1;4;2;0;3;15549;27043;-0,625;-59,1875;1708,6875;0,322022834;0,309314504;0,512636176;2997,746681;6362,353535;1536,753395
10;9;1;1;4;1;0;0;17530;31004;-0,625;-59,1875;1708,6875;0,322022834;0,309314504;0,512636176;2997,746681;6362,353535;1536,753395
10;9;1;1;4;3;0;0;12755;23713;-0,625;-59,1875;1708,6875;0,322022834;0,309314504;0,512636176;2997,746681;6362,353535;1536,753395
10;9;1;1;4;2;0;0;12993;20548;-0,625;-59,1875;1708,6875;0,322022834;0,309314504;0,512636176;2997,746681;6362,353535;1536,753395
10;9;1;1;4;5;0;3;11282;20347;-0,625;-59,1875;1708,6875;0,322022834;0,309314504;0,512636176;2997,746681;6362,353535;1536,753395
10;9;1;1;4;1;0;2;12592;26459;-0,625;-59,1875;1708,6875;0,322022834;0,309314504;0,512636176;2997,746681;6362,353535;1536,753395
10;9;1;1;4;2;0;3;7492;18250;-0,625;-59,1875;1708,6875;0,322022834;0,309314504;0,512636176;2997,746681;6362,353535;1536,753395
10;9;1;1;4;1;0;0;19266;23961;-0,625;-59,1875;1708,6875;0,322022834;0,309314504;0,512636176;2997,746681;6362,353535;1536,753395
10;9;1;1;4;5;0;6;10308;16086;-0,625;-59,1875;1708,6875;0,322022834;0,309314504;0,512636176;2997,746681;6362,353535;1536,753395
10;9;1;1;4;5;0;6;9928;12306;-0,625;-59,1875;1708,6875;0,322022834;0,309314504;0,512636176;2997,746681;6362,353535;1536,753395
10;9;1;1;4;3;0;6;17363;24748;-0,625;-59,1875;1708,6875;0,322022834;0,309314504;0,512636176;2997,746681;6362,353535;1536,753395
10;9;1;1;4;5;0;3;9293;13156;-0,625;-59,1875;1708,6875;0,322022834;0,309314504;0,512636176;2997,746681;6362,353535;1536,753395
10;9;1;1;4;3;0;0;14977;20548;-0,625;-59,1875;1708,6875;0,322022834;0,309314504;0,512636176;2997,746681;6362,353535;1536,753395
10;9;1;2;4;3;0;3;14069;21749;-0,625;-59,1875;1708,6875;0,322022834;0,309314504;0,512636176;2997,746681;6362,353535;1536,753395
10;9;1;2;4;5;0;0;11034;26241;-0,625;-59,1875;1708,6875;0,322022834;0,309314504;0,512636176;2997,746681;6362,353535;1536,753395
10;9;1;2;4;1;0;6;11755;20570;-0,625;-59,1875;1708,6875;0,322022834;0,309314504;0,512636176;2997,746681;6362,353535;1536,753395
10;9;1;2;4;2;0;2;9791;13105;-0,625;-59,1875;1708,6875;0,322022834;0,309314504;0,512636176;2997,746681;6362,353535;1536,753395
10;9;1;2;4;5;0;4;15862;25398;-0,625;-59,1875;1708,6875;0,322022834;0,309314504;0,512636176;2997,746681;6362,353535;1536,753395
10;9;1;2;4;2;0;6;17778;25393;-0,625;-59,1875;1708,6875;0,322022834;0,309314504;0,512636176;2997,746681;6362,353535;1536,753395
10;9;1;2;4;1;0;6;18590;24395;-0,625;-59,1875;1708,6875;0,322022834;0,309314504;0,512636176;2997,746681;6362,353535;1536,753395
10;9;1;2;4;3;0;4;13562;15302;-0,625;-59,1875;1708,6875;0,322022834;0,309314504;0,512636176;2997,746681;6362,353535;1536,753395
10;9;1;2;4;5;0;1;14521;18550;-0,625;-59,1875;1708,6875;0,322022834;0,309314504;0,512636176;2997,746681;6362,353535;1536,753395
10;9;1;2;4;1;0;6;8925;19638;-0,625;-59,1875;1708,6875;0,322022834;0,309314504;0,512636176;2997,746681;6362,353535;1536,753395
10;9;1;2;4;2;0;0;16633;24179;-0,625;-59,1875;1708,6875;0,322022834;0,309314504;0,512636176;2997,746681;6362,353535;1536,753395
10;9;1;2;4;3;0;3;13129;21980;-0,625;-59,1875;1708,6875;0,322022834;0,309314504;0,512636176;2997,746681;6362,353535;1536,753395
10;9;1;2;4;2;0;6;10906;15753;-0,625;-59,1875;1708,6875;0,322022834;0,309314504;0,512636176;2997,746681;6362,353535;1536,753395
10;9;1;2;4;5;0;0;10836;17567;-0,625;-59,1875;1708,6875;0,322022834;0,309314504;0,512636176;2997,746681;6362,353535;1536,753395
10;9;1;2;4;3;0;6;9733;21069;-0,625;-59,1875;1708,6875;0,322022834;0,309314504;0,512636176;2997,746681;6362,353535;1536,753395
10;9;1;2;4;1;0;0;10462;14528;-0,625;-59,1875;1708,6875;0,322022834;0,309314504;0,512636176;2997,746681;6362,353535;1536,753395
11;15;1;1;7;1;0;3;7579;17589;0,0625;1689,375;4035,6875;0,275604262;0,36519168;0,133684739;3956,060802;6814,777294;528,8649566
11;15;1;1;7;3;0;0;16390;27449;0,0625;1689,375;4035,6875;0,275604262;0,36519168;0,133684739;3956,060802;6814,777294;528,8649566
11;15;1;1;7;5;0;6;11403;21986;0,0625;1689,375;4035,6875;0,275604262;0,36519168;0,133684739;3956,060802;6814,777294;528,8649566
11;15;1;1;7;1;1;0;13227;27611;0,0625;1689,375;4035,6875;0,275604262;0,36519168;0,133684739;3956,060802;6814,777294;528,8649566
11;15;1;1;7;5;0;2;13092;18439;0,0625;1689,375;4035,6875;0,275604262;0,36519168;0,133684739;3956,060802;6814,777294;528,8649566
11;15;1;1;7;2;0;6;16575;24002;0,0625;1689,375;4035,6875;0,275604262;0,36519168;0,133684739;3956,060802;6814,777294;528,8649566
11;15;1;1;7;2;0;2;9611;23502;0,0625;1689,375;4035,6875;0,275604262;0,36519168;0,133684739;3956,060802;6814,777294;528,8649566
